review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
the new app is very good,5,2024-07-12,BOA,Google Play Store,POSITIVE,0.9998589754104614,the new app is very good,new app good,4,App Performance (Speed & Quality)
it's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play Store,NEGATIVE,0.937102735042572,its very good but sometimes isnt work probably,good not work probably,0,App Malfunction & Technical Bugs
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play Store,NEGATIVE,0.7850590348243713,ጭራሽ አይነፋም,ጭራሽ አይነፋም,0,App Malfunction & Technical Bugs
"this is the most stupid app i've seen, why would i turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. there are a lot of people who need developer option for different reasons. please for the sake of the bank, fix this thing... even the most secure international banking apps don't require it. not to mention the lag and crashes",1,2024-07-12,BOA,Google Play Store,NEGATIVE,0.9997655749320984,this is the most stupid app ive seen why would i turn off developer mode just because you cant make your app secure this clearly indicates the app has very poor implementation and unskilled developers there are a lot of people who need developer option for different reasons please for the sake of the bank fix this thing even the most secure international banking apps dont require it not to mention the lag and crashes,stupid app ve see turn developer mode not app secure clearly indicate app poor implementation unskilled developer lot people need developer option different reason sake bank fix thing secure international banking app not require mention lag crash,0,App Malfunction & Technical Bugs
the worst mobile banking app,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997923970222472,the worst mobile banking app,bad mobile banking app,4,App Performance (Speed & Quality)
it is not fast,3,2024-07-11,BOA,Google Play Store,NEGATIVE,0.99720698595047,it is not fast,fast,2,"User Experience, Features & Security"
useless,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997991919517516,useless,useless,1,Transaction & Service Reliability Issues
the app keeps crashing it stops responding while i'm using it or trying to open the app. now i have to go to the bank in person to do any banking activities. in short it is the worst mobile banking system in ethiopia,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997914433479308,the app keeps crashing it stops responding while im using it or trying to open the app now i have to go to the bank in person to do any banking activities in short it is the worst mobile banking system in ethiopia,app keep crash stop respond m try open app bank person banking activity short bad mobile banking system ethiopia,0,App Malfunction & Technical Bugs
ሀየ,5,2024-07-10,BOA,Google Play Store,NEGATIVE,0.6970565915107727,ሀየ,ሀየ,0,App Malfunction & Technical Bugs
too late!,1,2024-07-10,BOA,Google Play Store,NEGATIVE,0.9988941550254822,too late,late,2,"User Experience, Features & Security"
no work,5,2024-07-10,BOA,Google Play Store,NEGATIVE,0.999386191368103,no work,work,0,App Malfunction & Technical Bugs
"pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play Store,POSITIVE,0.9995549321174622,pretty good for a banking app it still lacks some things with in the ui and with the speed of the app but overall its a good application thank you 👍🏻,pretty good banking app lack thing ui speed app overall good application thank,4,App Performance (Speed & Quality)
after update it doesn't work well,2,2024-07-09,BOA,Google Play Store,NEGATIVE,0.9996452331542968,after update it doesnt work well,update not work,0,App Malfunction & Technical Bugs
error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play Store,NEGATIVE,0.9983060359954834,error occurred try again for days tele birr user not found ለራሴ አዝዤ,error occur try day tele birr user find ለራሴ አዝዤ,0,App Malfunction & Technical Bugs
good but very slow.,1,2024-07-08,BOA,Google Play Store,POSITIVE,0.9877548813819884,good but very slow,good slow,4,App Performance (Speed & Quality)
"it is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play Store,NEGATIVE,0.9998026490211488,it is so bad apps it doesnt work,bad app not work,1,Transaction & Service Reliability Issues
"from now on i will never going to use this app,it is a trash app.no one care about this app from bank i will rate them 0/5.",1,2024-07-06,BOA,Google Play Store,NEGATIVE,0.9991281628608704,from now on i will never going to use this appit is a trash appno one care about this app from bank i will rate them,go use appit trash appno care app bank rate,1,Transaction & Service Reliability Issues
it usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play Store,NEGATIVE,0.9996892213821412,it usually crashes and unable to process also it request to off the developer options,usually crash unable process request developer option,0,App Malfunction & Technical Bugs
miliyone.,5,2024-07-05,BOA,Google Play Store,NEGATIVE,0.9675788879394532,miliyone,miliyone,0,App Malfunction & Technical Bugs
🙏🙏🙏,5,2024-07-05,BOA,Google Play Store,NEGATIVE,0.6970565915107727,🙏🙏🙏,,0,App Malfunction & Technical Bugs
"i can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **must** to survive. i have decided to move my accounts to cbe and awash because of this. can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play Store,NEGATIVE,0.9974097609519958,i cant believe in this day and age one of the major banks of the country cant seem to understand that having a working mobile payment option is a must to survive i have decided to move my accounts to cbe and awash because of this cant be bothered with this useless app,not believe day age major bank country not understand have work mobile payment option survive decide account cbe awash not bother useless app,0,App Malfunction & Technical Bugs
is it even working these days? please check it.,1,2024-07-04,BOA,Google Play Store,POSITIVE,0.9892704486846924,is it even working these days please check it,work day check,0,App Malfunction & Technical Bugs
"the app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play Store,NEGATIVE,0.9995259046554564,the app is essentially unusable it asks to disable developer mode even when it is already disabled and crashes sometimes it only works with wifi and sometimes only with data or it crashes just because,app essentially unusable ask disable developer mode disabled crash work wifi datum crash,1,Transaction & Service Reliability Issues
please make it functional.,5,2024-07-03,BOA,Google Play Store,POSITIVE,0.9997920393943788,please make it functional,functional,1,Transaction & Service Reliability Issues
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play Store,NEGATIVE,0.9705929756164552,its best app but its dont working in poor connection area so,good app not work poor connection area,0,App Malfunction & Technical Bugs
please recover thank you,5,2024-07-02,BOA,Google Play Store,POSITIVE,0.9997314810752868,please recover thank you,recover thank,3,Highly Positive Feedback & Brand Perception
this app doesn't work,1,2024-06-30,BOA,Google Play Store,NEGATIVE,0.9997921586036682,this app doesnt work,app not work,0,App Malfunction & Technical Bugs
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9726091623306274,the app used to run fine but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own you guys gotta step it up we need this app to be way faster,app run fine take like forever open main dashboard crash guy get to step need app way fast,1,Transaction & Service Reliability Issues
the underrated app i've ever seen and ur banking system is soo idiocracy,1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9977184534072876,the underrated app ive ever seen and ur banking system is soo idiocracy,underrated app ve see ur banking system soo idiocracy,0,App Malfunction & Technical Bugs
it demands to disable developer option.,1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9994282126426696,it demands to disable developer option,demand disable developer option,0,App Malfunction & Technical Bugs
"it's been two months now, i cannot do any transaction using this app. it's really disappointing. i am using bank of abyssinia currently because it's the nearest bank to my work place. the bank is turning to the worst bank in the country day by day. they always respond to customers that they are updating their system all year long, i think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play Store,NEGATIVE,0.999635934829712,its been two months now i cannot do any transaction using this app its really disappointing i am using bank of abyssinia currently because its the nearest bank to my work place the bank is turning to the worst bank in the country day by day they always respond to customers that they are updating their system all year long i think thats what they train their customer service operators to do,month transaction app disappointing bank abyssinia currently near bank work place bank turn bad bank country day day respond customer update system year long think s train customer service operator,0,App Malfunction & Technical Bugs
open open service,5,2024-06-25,BOA,Google Play Store,POSITIVE,0.9997770190238952,open open service,open open service,1,Transaction & Service Reliability Issues
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play Store,NEGATIVE,0.8616330027580261,አፑ በጣም አስቸጋሪ ሆኗል,አፑ በጣም አስቸጋሪ ሆኗል,4,App Performance (Speed & Quality)
its not working.,1,2024-06-24,BOA,Google Play Store,NEGATIVE,0.9997856020927428,its not working,work,0,App Malfunction & Technical Bugs
"riddled with crashes, cant use it anymore. very frustrating!",1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.9994331002235411,riddled with crashes cant use it anymore very frustrating,riddle crash not use anymore frustrating,1,Transaction & Service Reliability Issues
always error occured. the worst app ever,1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.9997997879981996,always error occured the worst app ever,error occur bad app,1,Transaction & Service Reliability Issues
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.96113383769989,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app ዛግግግ ነው ያረገኝ 😡😡😡,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app ዛግግግ ነው ያረገኝ,4,App Performance (Speed & Quality)
excellent service,5,2024-06-18,BOA,Google Play Store,POSITIVE,0.9998576641082764,excellent service,excellent service,2,"User Experience, Features & Security"
it's not convenient,1,2024-06-17,BOA,Google Play Store,NEGATIVE,0.9998067021369934,its not convenient,convenient,3,Highly Positive Feedback & Brand Perception
meskelu metku,5,2024-06-17,BOA,Google Play Store,POSITIVE,0.8474318981170654,meskelu metku,meskelu metku,0,App Malfunction & Technical Bugs
verry nice,5,2024-06-17,BOA,Google Play Store,POSITIVE,0.9997273087501526,verry nice,verry nice,0,App Malfunction & Technical Bugs
it has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play Store,NEGATIVE,0.999081015586853,it has become the most unreliable mibile banking app ever,unreliable mibile banking app,4,App Performance (Speed & Quality)
the poorest mobile banking i have seen in the industry. is not stable to login and post transactions. is not attractive. error reports frequently.,5,2024-06-13,BOA,Google Play Store,NEGATIVE,0.9998160004615784,the poorest mobile banking i have seen in the industry is not stable to login and post transactions is not attractive error reports frequently,poor mobile banking see industry stable login post transaction attractive error report frequently,1,Transaction & Service Reliability Issues
really bank,5,2024-06-11,BOA,Google Play Store,POSITIVE,0.9820581078529358,really bank,bank,3,Highly Positive Feedback & Brand Perception
i like the the bank of abyssinia is the best first bank of ethiopia,1,2024-06-11,BOA,Google Play Store,POSITIVE,0.999809205532074,i like the the bank of abyssinia is the best first bank of ethiopia,like bank abyssinia good bank ethiopia,3,Highly Positive Feedback & Brand Perception
the app is not good need a few work,3,2024-06-11,BOA,Google Play Store,NEGATIVE,0.9997538924217224,the app is not good need a few work,app good need work,0,App Malfunction & Technical Bugs
"the worst mob app i have ever seen. slow, uncomfortable and stupid. it is better to learn from the best app (tele birr). the released updates is even worst.",1,2024-06-11,BOA,Google Play Store,NEGATIVE,0.9997610449790956,the worst mob app i have ever seen slow uncomfortable and stupid it is better to learn from the best app tele birr the released updates is even worst,bad mob app see slow uncomfortable stupid well learn good app tele birr release update bad,4,App Performance (Speed & Quality)
"unreliable, expensive service. most of the time, it is not working. sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. i will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play Store,NEGATIVE,0.9994435906410216,unreliable expensive service most of the time it is not working sometimes it will take more than a day to complete transactions and charges more for this unworthy service i will not recommend this bank app to anyone,unreliable expensive service time work day complete transaction charge unworthy service recommend bank app,0,App Malfunction & Technical Bugs
you are beutiful,5,2024-06-09,BOA,Google Play Store,NEGATIVE,0.8399409055709839,you are beutiful,beutiful,0,App Malfunction & Technical Bugs
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.8337252736091614,አይሰራም አፑ ለምንድነው,አይሰራም አፑ ለምንድነው,3,Highly Positive Feedback & Brand Perception
awful,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9997954964637756,awful,awful,0,App Malfunction & Technical Bugs
developer option to be off really,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9903939366340636,developer option to be off really,developer option,0,App Malfunction & Technical Bugs
good app boa,5,2024-06-06,BOA,Google Play Store,POSITIVE,0.999842882156372,good app boa,good app boa,4,App Performance (Speed & Quality)
i'm disappointed with the recent changes to this app. disabling developer options for functionality seems unnecessary. the previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9997298121452332,im disappointed with the recent changes to this app disabling developer options for functionality seems unnecessary the previous version offered a more userfriendly experience,m disappointed recent change app disable developer option functionality unnecessary previous version offer userfriendly experience,0,App Malfunction & Technical Bugs
"worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play Store,NEGATIVE,0.9979676604270936,worest app it cannot be downloaded,wor app download,4,App Performance (Speed & Quality)
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play Store,NEGATIVE,0.6970565915107727,😭😭😭😭😭😭😭,,0,App Malfunction & Technical Bugs
slow only some times the wey it is veary nice app,5,2024-06-04,BOA,Google Play Store,POSITIVE,0.949857532978058,slow only some times the wey it is veary nice app,slow time wey veary nice app,0,App Malfunction & Technical Bugs
ok yes,5,2024-06-04,BOA,Google Play Store,POSITIVE,0.9997628331184388,ok yes,ok yes,4,App Performance (Speed & Quality)
it's nice apps,1,2024-06-04,BOA,Google Play Store,POSITIVE,0.999875545501709,its nice apps,nice app,0,App Malfunction & Technical Bugs
wow! what a disgrace for boa. the app barely works. too slow and always returns error.,1,2024-06-03,BOA,Google Play Store,NEGATIVE,0.9997871518135072,wow what a disgrace for boa the app barely works too slow and always returns error,wow disgrace boa app barely work slow return error,0,App Malfunction & Technical Bugs
excited by your service,5,2024-06-02,BOA,Google Play Store,POSITIVE,0.9997963309288024,excited by your service,excited service,2,"User Experience, Features & Security"
kerfafa new,1,2024-06-01,BOA,Google Play Store,POSITIVE,0.8148752450942993,kerfafa new,kerfafa new,0,App Malfunction & Technical Bugs
abdu mudesr,2,2024-06-01,BOA,Google Play Store,POSITIVE,0.7394681572914124,abdu mudesr,abdu mudesr,0,App Malfunction & Technical Bugs
"the worst mobile banking app! it doesn't load (seems like with the perfect wifi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play Store,NEGATIVE,0.9996273517608644,the worst mobile banking app it doesnt load seems like with the perfect wifi and data connection it still manages to have network issues when you finally get into the app it makes it so hard more than it should be to send money,bad mobile banking app not load like perfect wifi data connection manage network issue finally app make hard send money,1,Transaction & Service Reliability Issues
it is good to save time 👌👌,3,2024-05-31,BOA,Google Play Store,POSITIVE,0.9998168349266052,it is good to save time 👌👌,good save time,0,App Malfunction & Technical Bugs
"i'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""developer mode""? i've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-29,BOA,Google Play Store,NEGATIVE,0.9996848106384276,im sorry but what kind of stupid developer thinks the app will be faster if we disable developer mode ive never seen such degeneracy in my entire life please get rid of this feature,m sorry kind stupid developer think app fast disable developer mode ve see degeneracy entire life rid feature,0,App Malfunction & Technical Bugs
what is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play Store,NEGATIVE,0.9991626739501952,what is the purpose or point of not allowing to take a screenshot of the recipe after transferring,purpose point allow screenshot recipe transfer,1,Transaction & Service Reliability Issues
ayseram,1,2024-05-28,BOA,Google Play Store,NEGATIVE,0.6560930013656616,ayseram,ayseram,0,App Malfunction & Technical Bugs
worst banking app ever,1,2024-05-28,BOA,Google Play Store,NEGATIVE,0.9997898936271667,worst banking app ever,bad bank app,1,Transaction & Service Reliability Issues
not bad,1,2024-05-26,BOA,Google Play Store,POSITIVE,0.9995881915092468,not bad,bad,1,Transaction & Service Reliability Issues
i can't use the app unless i turn off developer mode?? what kind of stupid rule is that?? the worst experience for a banking app!!,1,2024-05-26,BOA,Google Play Store,NEGATIVE,0.9998013377189636,i cant use the app unless i turn off developer mode what kind of stupid rule is that the worst experience for a banking app,not use app turn developer mode kind stupid rule bad experience banking app,4,App Performance (Speed & Quality)
how disappointing!,1,2024-05-25,BOA,Google Play Store,NEGATIVE,0.99981290102005,how disappointing,disappointing,2,"User Experience, Features & Security"
sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play Store,NEGATIVE,0.9994317889213562,sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesnt match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled plus when it come to recent transaction nothing to display,sorry compare bank mobile app wor need improvement app not match bank standard need update slow plus say stop develop option phone develop setting enable plus come recent transaction display,0,App Malfunction & Technical Bugs
very very nice 👌 👍,5,2024-05-23,BOA,Google Play Store,POSITIVE,0.9998488426208496,very very nice 👌 👍,nice,0,App Malfunction & Technical Bugs
cool,4,2024-05-22,BOA,Google Play Store,POSITIVE,0.9998509883880616,cool,cool,1,Transaction & Service Reliability Issues
what is that disable developer option i have never seen any app commands.,3,2024-05-22,BOA,Google Play Store,NEGATIVE,0.9988861680030824,what is that disable developer option i have never seen any app commands,disable developer option see app command,0,App Malfunction & Technical Bugs
please fix the app i doesn't belongs to abbssinya bank name,1,2024-05-22,BOA,Google Play Store,NEGATIVE,0.9982648491859436,please fix the app i doesnt belongs to abbssinya bank name,fix app not belong abbssinya bank,0,App Malfunction & Technical Bugs
all,5,2024-05-21,BOA,Google Play Store,POSITIVE,0.9902591705322266,all,,0,App Malfunction & Technical Bugs
very poor,1,2024-05-21,BOA,Google Play Store,NEGATIVE,0.9997965693473816,very poor,poor,0,App Malfunction & Technical Bugs
"playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks in the country and can't manage to have good mobile application in the era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. don't use this app, it's waste of time.",1,2024-05-21,BOA,Google Play Store,NEGATIVE,0.9993355870246888,playstore need to have some option to give stars because this application right here deserve exactly that imagine being one of the biggest banks in the country and cant manage to have good mobile application in the era of mobile money you guys are in the brink of collapse you better make it right real quick or you gonna be meters down to the grave dont use this app its waste of time,playstore need option star application right deserve exactly imagine big bank country not manage good mobile application era mobile money guy brink collapse well right real quick go to meter grave not use app waste time,1,Transaction & Service Reliability Issues
it's good when i've downloaded at first. but now it doesn't work well,2,2024-05-20,BOA,Google Play Store,NEGATIVE,0.994461953639984,its good when ive downloaded at first but now it doesnt work well,good ve download not work,0,App Malfunction & Technical Bugs
it's just terrible. it kept crashing in middle of transaction. hell sometimes it won't open. my phone is stock android (pixel 8) and i don't even know how this happens. fix it!,1,2024-05-20,BOA,Google Play Store,NEGATIVE,0.9996610879898072,its just terrible it kept crashing in middle of transaction hell sometimes it wont open my phone is stock android pixel and i dont even know how this happens fix it,terrible keep crash middle transaction hell will not open phone stock android pixel not know happen fix,1,Transaction & Service Reliability Issues
ደስታው ንጋቴ,5,2024-05-20,BOA,Google Play Store,NEGATIVE,0.7850590348243713,ደስታው ንጋቴ,ደስታው ንጋቴ,0,App Malfunction & Technical Bugs
good but not working top up,5,2024-05-20,BOA,Google Play Store,POSITIVE,0.96438729763031,good but not working top up,good work,4,App Performance (Speed & Quality)
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,Google Play Store,NEGATIVE,0.9771652221679688,በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም,በጣም ቀፋፊ አፕ ነው ሰርቶ አያውቅም በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም,4,App Performance (Speed & Quality)
great app..,3,2024-05-18,BOA,Google Play Store,POSITIVE,0.9998515844345092,great app,great app,4,App Performance (Speed & Quality)
this app is the most worst app i used in ethiopia and belive me i know i live in ethiopia. being the fincial app it doesn't work when you want it. it makes you wait for cash out code and immediately debit the amount before sending the code i have got to say abysinia bank i didn't expect this from you and i use cbe mobile banking,1,2024-05-18,BOA,Google Play Store,NEGATIVE,0.9997337460517884,this app is the most worst app i used in ethiopia and belive me i know i live in ethiopia being the fincial app it doesnt work when you want it it makes you wait for cash out code and immediately debit the amount before sending the code i have got to say abysinia bank i didnt expect this from you and i use cbe mobile banking,app bad app ethiopia belive know live ethiopia fincial app not work want make wait cash code immediately debit send code get abysinia bank not expect use cbe mobile banking,0,App Malfunction & Technical Bugs
poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play Store,NEGATIVE,0.9997960925102234,poor mobile banking alwayes not working alwayes,poor mobile banking alwayes work alwayes,0,App Malfunction & Technical Bugs
"absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play Store,NEGATIVE,0.9997944235801696,absolutely the worst mobile banking appit crashs every timeproblem when logging in and and cuts my balance when top up without even recharging,absolutely bad mobile banking appit crash timeproblem log cut balance recharge,4,App Performance (Speed & Quality)
fails occasionally.,4,2024-05-17,BOA,Google Play Store,NEGATIVE,0.9992883801460266,fails occasionally,fail occasionally,0,App Malfunction & Technical Bugs
worst app ever,1,2024-05-16,BOA,Google Play Store,NEGATIVE,0.9997803568840028,worst app ever,bad app,1,Transaction & Service Reliability Issues
easy and cool app,5,2024-05-16,BOA,Google Play Store,POSITIVE,0.999842643737793,easy and cool app,easy cool app,1,Transaction & Service Reliability Issues
open,5,2024-05-16,BOA,Google Play Store,POSITIVE,0.9997945427894592,open,open,1,Transaction & Service Reliability Issues
app is so bad network,1,2024-05-16,BOA,Google Play Store,NEGATIVE,0.9997804760932922,app is so bad network,app bad network,1,Transaction & Service Reliability Issues
it's not working for 3days. come on as a big bank in ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play Store,NEGATIVE,0.9994888305664062,its not working for days come on as a big bank in ethiopia this is unprofessionallism from boa,work day come big bank ethiopia unprofessionallism boa,0,App Malfunction & Technical Bugs
"be careful of using this app to transfer large sums of money. recently i can't top up my mobile card, can't pay tickets, can't transfer money to telebirr. the *815# works but what's the use of an app if we're using ussd. it will refund your mobile top up days after failing to top up but i wouldn't want to risk that. i'm a big fan of boa but i wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play Store,NEGATIVE,0.9890459179878236,be careful of using this app to transfer large sums of money recently i cant top up my mobile card cant pay tickets cant transfer money to telebirr the works but whats the use of an app if were using ussd it will refund your mobile top up days after failing to top up but i wouldnt want to risk that im a big fan of boa but i wouldnt recommend this app 👎,careful app transfer large sum money recently not mobile card not pay ticket not transfer money telebirr work s use app ussd refund mobile day fail not want risk m big fan boa not recommend app,0,App Malfunction & Technical Bugs
nice 🤙,5,2024-05-15,BOA,Google Play Store,POSITIVE,0.999842405319214,nice 🤙,nice,0,App Malfunction & Technical Bugs
"the worst mobile banking app, doesn't even work for a week properly.",1,2024-05-14,BOA,Google Play Store,NEGATIVE,0.999815046787262,the worst mobile banking app doesnt even work for a week properly,bad mobile banking app not work week properly,1,Transaction & Service Reliability Issues
secretary,5,2024-05-14,BOA,Google Play Store,POSITIVE,0.996331751346588,secretary,secretary,0,App Malfunction & Technical Bugs
77867748 i can't update my mobile banking,1,2024-05-14,BOA,Google Play Store,NEGATIVE,0.9957204461097716,i cant update my mobile banking,not update mobile banking,0,App Malfunction & Technical Bugs
hate how we're expected to disable 'developer options' everytime we open the app. an unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play Store,NEGATIVE,0.9997732043266296,hate how were expected to disable developer options everytime we open the app an unnecessary point of friction thats been put in place in the guise of security,hate expect disable developer option everytime open app unnecessary point friction s place guise security,0,App Malfunction & Technical Bugs
exilent service,5,2024-05-13,BOA,Google Play Store,NEGATIVE,0.9688147902488708,exilent service,exilent service,2,"User Experience, Features & Security"
build a new app,1,2024-05-13,BOA,Google Play Store,POSITIVE,0.9461658596992492,build a new app,build new app,1,Transaction & Service Reliability Issues
exceptional service,5,2024-05-13,BOA,Google Play Store,POSITIVE,0.9998124241828918,exceptional service,exceptional service,2,"User Experience, Features & Security"
i don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play Store,NEGATIVE,0.9997220635414124,i dont get why this app is developed it is not functional at all,not app develop functional,1,Transaction & Service Reliability Issues
good good,3,2024-05-12,BOA,Google Play Store,POSITIVE,0.9998282194137572,good good,good good,4,App Performance (Speed & Quality)
this app is trash,1,2024-05-12,BOA,Google Play Store,NEGATIVE,0.9997709393501282,this app is trash,app trash,1,Transaction & Service Reliability Issues
it's improved now,3,2024-05-12,BOA,Google Play Store,POSITIVE,0.9998502731323242,its improved now,improve,0,App Malfunction & Technical Bugs
it is really make my life so much easy!,5,2024-05-12,BOA,Google Play Store,POSITIVE,0.9993164539337158,it is really make my life so much easy,life easy,1,Transaction & Service Reliability Issues
good appp,1,2024-05-11,BOA,Google Play Store,POSITIVE,0.9998493194580078,good appp,good appp,4,App Performance (Speed & Quality)
my advice for whoever reading is go look for other bank(awash bank is a great example). this bank won't even allow you to access your money when you want. it has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9994551539421082,my advice for whoever reading is go look for other bankawash bank is a great example this bank wont even allow you to access your money when you want it has bad servers which dont workrespond on time,advice read look bankawash bank great example bank will not allow access money want bad server not workrespond time,0,App Malfunction & Technical Bugs
am not satisfay,2,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9995954632759094,am not satisfay,satisfay,0,App Malfunction & Technical Bugs
preventing login because i have developer options on is not security. moved all my money somewhere else because i just didn't wanna deal with it,1,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9994331002235411,preventing login because i have developer options on is not security moved all my money somewhere else because i just didnt wanna deal with it,prevent login developer option security move money not wanna deal,0,App Malfunction & Technical Bugs
the app has bugs. signing in is still a challenge. transfer to another bank is impossible. the app is slow and bland.,3,2024-05-11,BOA,Google Play Store,NEGATIVE,0.999795138835907,the app has bugs signing in is still a challenge transfer to another bank is impossible the app is slow and bland,app bug signing challenge transfer bank impossible app slow bland,0,App Malfunction & Technical Bugs
why do u force me to turn off developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9993390440940856,why do u force me to turn off developers option just to use your app its not fair and am not using ur app anymore,u force turn developer option use app fair ur app anymore,0,App Malfunction & Technical Bugs
"very poor app. it crashes every time, doesn't load properly, and you can't even buy airtime. the programming is subpar. please take lessons from other online banking apps. i would give it a zero if i could!!",1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9998053908348083,very poor app it crashes every time doesnt load properly and you cant even buy airtime the programming is subpar please take lessons from other online banking apps i would give it a zero if i could,poor app crash time not load properly not buy airtime programming subpar lesson online banking app zero,1,Transaction & Service Reliability Issues
good harmony bank,5,2024-05-10,BOA,Google Play Store,POSITIVE,0.9997896552085876,good harmony bank,good harmony bank,4,App Performance (Speed & Quality)
this app is very simpl for useing,4,2024-05-10,BOA,Google Play Store,NEGATIVE,0.994102656841278,this app is very simpl for useing,app simpl use,4,App Performance (Speed & Quality)
very laggy un able to make transactions fix it,1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9998063445091248,very laggy un able to make transactions fix it,laggy un able transaction fix,0,App Malfunction & Technical Bugs
