review,rating,date,bank,source,sentiment_label,sentiment_score
"take some note from cbe mobile banking app, it's the best banking app currently take some note and improve ur app . sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play Store,POSITIVE,0.9958856701850891
it's a useless app,1,2024-08-02,BOA,Google Play Store,NEGATIVE,0.9998058676719666
"it's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play Store,NEGATIVE,0.9968530535697937
poor network,1,2024-08-01,BOA,Google Play Store,NEGATIVE,0.9997891783714294
not yet completely working this app. i don't know when is it will be working properly! its sad!!!,1,2024-07-31,BOA,Google Play Store,NEGATIVE,0.9993754029273987
the app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play Store,NEGATIVE,0.9953023195266724
"it's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play Store,NEGATIVE,0.9998171925544739
"this app has become the most troubling every day. it doesn't work. i love the bank, and i hate the app",1,2024-07-31,BOA,Google Play Store,NEGATIVE,0.9989368319511414
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play Store,NEGATIVE,0.9998024106025696
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play Store,NEGATIVE,0.8337252736091614
nays,5,2024-07-28,BOA,Google Play Store,NEGATIVE,0.9894010424613953
the worst app,1,2024-07-28,BOA,Google Play Store,NEGATIVE,0.9997969269752502
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play Store,NEGATIVE,0.9993472695350647
not active,1,2024-07-27,BOA,Google Play Store,NEGATIVE,0.999765932559967
to get good quality,5,2024-07-27,BOA,Google Play Store,POSITIVE,0.9998683929443359
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play Store,NEGATIVE,0.9647620320320129
uselss app dont download,1,2024-07-26,BOA,Google Play Store,NEGATIVE,0.9977203011512756
"is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . if it is not working delete it",1,2024-07-25,BOA,Google Play Store,NEGATIVE,0.9997162222862244
"this app didn't work. they have a new version (new app) but still not compatible with my samsung s8+ , which is v.funny.",1,2024-07-25,BOA,Google Play Store,NEGATIVE,0.9991223216056824
corrupted and poor app,1,2024-07-24,BOA,Google Play Store,NEGATIVE,0.9997439980506897
when i try to use the application it says 'developer setting should be off' where is the setting to off this play still doesn't work for me,3,2024-07-24,BOA,Google Play Store,NEGATIVE,0.9998012185096741
fix your apollo!! you guys where the best 👌,1,2024-07-23,BOA,Google Play Store,POSITIVE,0.9994503855705261
always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play Store,NEGATIVE,0.9994396567344666
"it's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play Store,NEGATIVE,0.9997815489768982
poor application. it turned off by itself,1,2024-07-23,BOA,Google Play Store,NEGATIVE,0.9997444748878479
it usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play Store,NEGATIVE,0.9991043210029602
we want international mobile banking,1,2024-07-22,BOA,Google Play Store,POSITIVE,0.958784818649292
"screenshot isn't working, please modify it",2,2024-07-22,BOA,Google Play Store,NEGATIVE,0.9996084570884705
naziriet measho 89160437,1,2024-07-21,BOA,Google Play Store,NEGATIVE,0.9862651228904724
ahmed mohammed husen,3,2024-07-21,BOA,Google Play Store,POSITIVE,0.9124148488044739
is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play Store,NEGATIVE,0.9996222257614136
i have experiance,5,2024-07-19,BOA,Google Play Store,NEGATIVE,0.8070297837257385
the app is not working on android 9.1 at all. it shows an error notification and forcefully closes the app. must be fixed asap.,1,2024-07-19,BOA,Google Play Store,NEGATIVE,0.9997739195823669
crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play Store,NEGATIVE,0.999760091304779
ርይርፍ,3,2024-07-19,BOA,Google Play Store,NEGATIVE,0.6970565915107727
the previous application is much better than this one,1,2024-07-18,BOA,Google Play Store,POSITIVE,0.9991149306297302
"worst app. it is wise to invest money and you can make it like cbe app. even the incon has no image. my app has better ui than yours. so, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play Store,NEGATIVE,0.9994294047355652
mal,5,2024-07-16,BOA,Google Play Store,NEGATIVE,0.9996137022972107
the poorest mobile banking survice ever. only error reports frequently,1,2024-07-16,BOA,Google Play Store,NEGATIVE,0.999705970287323
😞😞😞😞,1,2024-07-15,BOA,Google Play Store,NEGATIVE,0.6970565915107727
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play Store,NEGATIVE,0.6970565915107727
the worst banking app,1,2024-07-15,BOA,Google Play Store,NEGATIVE,0.9998050332069397
the app is constantly crashing and freezing when to send to boa customers' accounts.,1,2024-07-15,BOA,Google Play Store,NEGATIVE,0.9988401532173157
no work app,5,2024-07-15,BOA,Google Play Store,NEGATIVE,0.9968982934951782
is ok but stop sundenly,5,2024-07-15,BOA,Google Play Store,POSITIVE,0.9309312105178833
🤷🤷🤷,3,2024-07-15,BOA,Google Play Store,NEGATIVE,0.6970565915107727
experienced,5,2024-07-14,BOA,Google Play Store,POSITIVE,0.9950610995292664
very poor app. its always cresh and not compatible,2,2024-07-13,BOA,Google Play Store,NEGATIVE,0.999818742275238
"it's not functional at all. it keeps saying ""error"". unable to activate.",1,2024-07-13,BOA,Google Play Store,NEGATIVE,0.9998112320899963
i can't believe that abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play Store,NEGATIVE,0.9983154535293579
the new app is very good,5,2024-07-12,BOA,Google Play Store,POSITIVE,0.9998589754104614
it's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play Store,NEGATIVE,0.937102735042572
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play Store,NEGATIVE,0.7850590348243713
"this is the most stupid app i've seen, why would i turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. there are a lot of people who need developer option for different reasons. please for the sake of the bank, fix this thing... even the most secure international banking apps don't require it. not to mention the lag and crashes",1,2024-07-12,BOA,Google Play Store,NEGATIVE,0.9997655749320984
the worst mobile banking app,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997923970222473
it is not fast,3,2024-07-11,BOA,Google Play Store,NEGATIVE,0.99720698595047
useless,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997991919517517
the app keeps crashing it stops responding while i'm using it or trying to open the app. now i have to go to the bank in person to do any banking activities. in short it is the worst mobile banking system in ethiopia,1,2024-07-11,BOA,Google Play Store,NEGATIVE,0.9997914433479309
ሀየ,5,2024-07-10,BOA,Google Play Store,NEGATIVE,0.6970565915107727
too late!,1,2024-07-10,BOA,Google Play Store,NEGATIVE,0.9988941550254822
no work,5,2024-07-10,BOA,Google Play Store,NEGATIVE,0.999386191368103
"pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play Store,POSITIVE,0.9995549321174622
after update it doesn't work well,2,2024-07-09,BOA,Google Play Store,NEGATIVE,0.9996452331542969
error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play Store,NEGATIVE,0.9983060359954834
good but very slow.,1,2024-07-08,BOA,Google Play Store,POSITIVE,0.9877548813819885
"it is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play Store,NEGATIVE,0.9998026490211487
"from now on i will never going to use this app,it is a trash app.no one care about this app from bank i will rate them 0/5.",1,2024-07-06,BOA,Google Play Store,NEGATIVE,0.9991281628608704
it usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play Store,NEGATIVE,0.9996892213821411
miliyone.,5,2024-07-05,BOA,Google Play Store,NEGATIVE,0.9675788879394531
🙏🙏🙏,5,2024-07-05,BOA,Google Play Store,NEGATIVE,0.6970565915107727
"i can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **must** to survive. i have decided to move my accounts to cbe and awash because of this. can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play Store,NEGATIVE,0.9974097609519958
is it even working these days? please check it.,1,2024-07-04,BOA,Google Play Store,POSITIVE,0.9892704486846924
"the app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play Store,NEGATIVE,0.9995259046554565
please make it functional.,5,2024-07-03,BOA,Google Play Store,POSITIVE,0.9997920393943787
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play Store,NEGATIVE,0.9705929756164551
please recover thank you,5,2024-07-02,BOA,Google Play Store,POSITIVE,0.9997314810752869
this app doesn't work,1,2024-06-30,BOA,Google Play Store,NEGATIVE,0.9997921586036682
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9726091623306274
the underrated app i've ever seen and ur banking system is soo idiocracy,1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9977184534072876
it demands to disable developer option.,1,2024-06-27,BOA,Google Play Store,NEGATIVE,0.9994282126426697
"it's been two months now, i cannot do any transaction using this app. it's really disappointing. i am using bank of abyssinia currently because it's the nearest bank to my work place. the bank is turning to the worst bank in the country day by day. they always respond to customers that they are updating their system all year long, i think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play Store,NEGATIVE,0.9996359348297119
open open service,5,2024-06-25,BOA,Google Play Store,POSITIVE,0.9997770190238953
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play Store,NEGATIVE,0.8616330027580261
its not working.,1,2024-06-24,BOA,Google Play Store,NEGATIVE,0.9997856020927429
"riddled with crashes, cant use it anymore. very frustrating!",1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.9994331002235413
always error occured. the worst app ever,1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.9997997879981995
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play Store,NEGATIVE,0.9611338376998901
excellent service,5,2024-06-18,BOA,Google Play Store,POSITIVE,0.9998576641082764
it's not convenient,1,2024-06-17,BOA,Google Play Store,NEGATIVE,0.9998067021369934
meskelu metku,5,2024-06-17,BOA,Google Play Store,POSITIVE,0.8474318981170654
verry nice,5,2024-06-17,BOA,Google Play Store,POSITIVE,0.9997273087501526
it has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play Store,NEGATIVE,0.999081015586853
the poorest mobile banking i have seen in the industry. is not stable to login and post transactions. is not attractive. error reports frequently.,5,2024-06-13,BOA,Google Play Store,NEGATIVE,0.9998160004615784
really bank,5,2024-06-11,BOA,Google Play Store,POSITIVE,0.9820581078529358
i like the the bank of abyssinia is the best first bank of ethiopia,1,2024-06-11,BOA,Google Play Store,POSITIVE,0.999809205532074
the app is not good need a few work,3,2024-06-11,BOA,Google Play Store,NEGATIVE,0.9997538924217224
"the worst mob app i have ever seen. slow, uncomfortable and stupid. it is better to learn from the best app (tele birr). the released updates is even worst.",1,2024-06-11,BOA,Google Play Store,NEGATIVE,0.9997610449790955
"unreliable, expensive service. most of the time, it is not working. sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. i will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play Store,NEGATIVE,0.9994435906410217
you are beutiful,5,2024-06-09,BOA,Google Play Store,NEGATIVE,0.8399409055709839
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.8337252736091614
awful,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9997954964637756
developer option to be off really,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9903939366340637
good app boa,5,2024-06-06,BOA,Google Play Store,POSITIVE,0.9998428821563721
i'm disappointed with the recent changes to this app. disabling developer options for functionality seems unnecessary. the previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play Store,NEGATIVE,0.9997298121452332
"worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play Store,NEGATIVE,0.9979676604270935
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play Store,NEGATIVE,0.6970565915107727
slow only some times the wey it is veary nice app,5,2024-06-04,BOA,Google Play Store,POSITIVE,0.9498575329780579
ok yes,5,2024-06-04,BOA,Google Play Store,POSITIVE,0.9997628331184387
it's nice apps,1,2024-06-04,BOA,Google Play Store,POSITIVE,0.999875545501709
wow! what a disgrace for boa. the app barely works. too slow and always returns error.,1,2024-06-03,BOA,Google Play Store,NEGATIVE,0.9997871518135071
excited by your service,5,2024-06-02,BOA,Google Play Store,POSITIVE,0.9997963309288025
kerfafa new,1,2024-06-01,BOA,Google Play Store,POSITIVE,0.8148752450942993
abdu mudesr,2,2024-06-01,BOA,Google Play Store,POSITIVE,0.7394681572914124
"the worst mobile banking app! it doesn't load (seems like with the perfect wifi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play Store,NEGATIVE,0.9996273517608643
it is good to save time 👌👌,3,2024-05-31,BOA,Google Play Store,POSITIVE,0.9998168349266052
"i'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""developer mode""? i've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-29,BOA,Google Play Store,NEGATIVE,0.9996848106384277
what is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play Store,NEGATIVE,0.9991626739501953
ayseram,1,2024-05-28,BOA,Google Play Store,NEGATIVE,0.6560930013656616
worst banking app ever,1,2024-05-28,BOA,Google Play Store,NEGATIVE,0.9997898936271667
not bad,1,2024-05-26,BOA,Google Play Store,POSITIVE,0.9995881915092468
i can't use the app unless i turn off developer mode?? what kind of stupid rule is that?? the worst experience for a banking app!!,1,2024-05-26,BOA,Google Play Store,NEGATIVE,0.9998013377189636
how disappointing!,1,2024-05-25,BOA,Google Play Store,NEGATIVE,0.99981290102005
sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play Store,NEGATIVE,0.9994317889213562
very very nice 👌 👍,5,2024-05-23,BOA,Google Play Store,POSITIVE,0.9998488426208496
cool,4,2024-05-22,BOA,Google Play Store,POSITIVE,0.9998509883880615
what is that disable developer option i have never seen any app commands.,3,2024-05-22,BOA,Google Play Store,NEGATIVE,0.9988861680030823
please fix the app i doesn't belongs to abbssinya bank name,1,2024-05-22,BOA,Google Play Store,NEGATIVE,0.9982648491859436
all,5,2024-05-21,BOA,Google Play Store,POSITIVE,0.9902591705322266
very poor,1,2024-05-21,BOA,Google Play Store,NEGATIVE,0.9997965693473816
"playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks in the country and can't manage to have good mobile application in the era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. don't use this app, it's waste of time.",1,2024-05-21,BOA,Google Play Store,NEGATIVE,0.9993355870246887
it's good when i've downloaded at first. but now it doesn't work well,2,2024-05-20,BOA,Google Play Store,NEGATIVE,0.9944619536399841
it's just terrible. it kept crashing in middle of transaction. hell sometimes it won't open. my phone is stock android (pixel 8) and i don't even know how this happens. fix it!,1,2024-05-20,BOA,Google Play Store,NEGATIVE,0.9996610879898071
ደስታው ንጋቴ,5,2024-05-20,BOA,Google Play Store,NEGATIVE,0.7850590348243713
good but not working top up,5,2024-05-20,BOA,Google Play Store,POSITIVE,0.9643872976303101
በጣም ቀፋፊ አፕ ነው ። ሰርቶ አያውቅም ። በጣም ብዙ ችግር አለበት ከአቢሲኒያ ባንክ የማይጠበቅ አፕ ለምን ደህና ዲቨሎኘር ቀጥራችሁ አፕሊኬሽኑን ድጋሚ አታሰሩትም ?,1,2024-05-20,BOA,Google Play Store,NEGATIVE,0.9771652221679688
great app..,3,2024-05-18,BOA,Google Play Store,POSITIVE,0.9998515844345093
this app is the most worst app i used in ethiopia and belive me i know i live in ethiopia. being the fincial app it doesn't work when you want it. it makes you wait for cash out code and immediately debit the amount before sending the code i have got to say abysinia bank i didn't expect this from you and i use cbe mobile banking,1,2024-05-18,BOA,Google Play Store,NEGATIVE,0.9997337460517883
poor mobile banking alwayes not working alwayes,1,2024-05-18,BOA,Google Play Store,NEGATIVE,0.9997960925102234
"absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,BOA,Google Play Store,NEGATIVE,0.9997944235801697
fails occasionally.,4,2024-05-17,BOA,Google Play Store,NEGATIVE,0.9992883801460266
worst app ever,1,2024-05-16,BOA,Google Play Store,NEGATIVE,0.9997803568840027
easy and cool app,5,2024-05-16,BOA,Google Play Store,POSITIVE,0.999842643737793
open,5,2024-05-16,BOA,Google Play Store,POSITIVE,0.9997945427894592
app is so bad network,1,2024-05-16,BOA,Google Play Store,NEGATIVE,0.9997804760932922
it's not working for 3days. come on as a big bank in ethiopia this is unprofessionallism from boa,1,2024-05-15,BOA,Google Play Store,NEGATIVE,0.9994888305664062
"be careful of using this app to transfer large sums of money. recently i can't top up my mobile card, can't pay tickets, can't transfer money to telebirr. the *815# works but what's the use of an app if we're using ussd. it will refund your mobile top up days after failing to top up but i wouldn't want to risk that. i'm a big fan of boa but i wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play Store,NEGATIVE,0.9890459179878235
nice 🤙,5,2024-05-15,BOA,Google Play Store,POSITIVE,0.9998424053192139
"the worst mobile banking app, doesn't even work for a week properly.",1,2024-05-14,BOA,Google Play Store,NEGATIVE,0.999815046787262
secretary,5,2024-05-14,BOA,Google Play Store,POSITIVE,0.9963317513465881
77867748 i can't update my mobile banking,1,2024-05-14,BOA,Google Play Store,NEGATIVE,0.9957204461097717
hate how we're expected to disable 'developer options' everytime we open the app. an unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,BOA,Google Play Store,NEGATIVE,0.9997732043266296
exilent service,5,2024-05-13,BOA,Google Play Store,NEGATIVE,0.9688147902488708
build a new app,1,2024-05-13,BOA,Google Play Store,POSITIVE,0.9461658596992493
exceptional service,5,2024-05-13,BOA,Google Play Store,POSITIVE,0.9998124241828918
i don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play Store,NEGATIVE,0.9997220635414124
good good,3,2024-05-12,BOA,Google Play Store,POSITIVE,0.9998282194137573
this app is trash,1,2024-05-12,BOA,Google Play Store,NEGATIVE,0.9997709393501282
it's improved now,3,2024-05-12,BOA,Google Play Store,POSITIVE,0.9998502731323242
it is really make my life so much easy!,5,2024-05-12,BOA,Google Play Store,POSITIVE,0.9993164539337158
good appp,1,2024-05-11,BOA,Google Play Store,POSITIVE,0.9998493194580078
my advice for whoever reading is go look for other bank(awash bank is a great example). this bank won't even allow you to access your money when you want. it has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9994551539421082
am not satisfay,2,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9995954632759094
preventing login because i have developer options on is not security. moved all my money somewhere else because i just didn't wanna deal with it,1,2024-05-11,BOA,Google Play Store,NEGATIVE,0.9994331002235413
the app has bugs. signing in is still a challenge. transfer to another bank is impossible. the app is slow and bland.,3,2024-05-11,BOA,Google Play Store,NEGATIVE,0.999795138835907
why do u force me to turn off developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9993390440940857
"very poor app. it crashes every time, doesn't load properly, and you can't even buy airtime. the programming is subpar. please take lessons from other online banking apps. i would give it a zero if i could!!",1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9998053908348083
good harmony bank,5,2024-05-10,BOA,Google Play Store,POSITIVE,0.9997896552085876
this app is very simpl for useing,4,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9941026568412781
very laggy un able to make transactions fix it,1,2024-05-10,BOA,Google Play Store,NEGATIVE,0.9998063445091248
after recent update the app keeps asking to disable developers options and won't let you use it unless you do.,2,2024-05-10,BOA,Google Play Store,NEGATIVE,0.974820613861084
wow amazing,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9998724460601807
ethiopia,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9780408143997192
great ui ux design !!!,5,2024-05-09,BOA,Google Play Store,POSITIVE,0.9996935129165649
rubbish!,1,2024-05-09,BOA,Google Play Store,NEGATIVE,0.999776303768158
app is any updates why?,5,2024-05-09,BOA,Google Play Store,NEGATIVE,0.996690034866333
"i am an app developer, i need to keep developer options on... why are you asking me to turn developer options off... why is it that abyssinia is the only damned bank in ethiopia that just can't seem to buld an app that works... it's not that hard people, just look at cbe... this is simply terrible, borderline unusable!",1,2024-05-09,BOA,Google Play Store,NEGATIVE,0.9993929862976074
ugh 🤮🤮🤮 they are super calculative when it cm 2 mobile-banking or any online stuff. if ur degital!! better chose other bank.,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9985111355781555
slow every time,2,2024-05-08,BOA,Google Play Store,NEGATIVE,0.999620795249939
it takes a very long time to log in please fix,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9983991980552673
it's not functional at all,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997891783714294
what's wrong with app. this days? it doesn't working properly. 1) it's very slow & doesn't open. it's very annoying. 2) most of the time it says repeatedly please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. i've updated the app. when it needed but nothing changed. 👉please if it has some issues with the app. please fix it otherwise i'm going to uninstall it.,2,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997007846832275
eri,5,2024-05-08,BOA,Google Play Store,POSITIVE,0.9242494106292725
disgrace app,1,2024-05-08,BOA,Google Play Store,NEGATIVE,0.9997820258140564
it doesn't work 😔,1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9997815489768982
it crash repeatedly! try to make it more stable for customers need meet!,2,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9996886253356934
after two weeks it require update why?,5,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9965284466743469
it keeps crashing and hasn't been fixed,1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.999289870262146
"the application is full of bug, so annoying.",1,2024-05-07,BOA,Google Play Store,NEGATIVE,0.9997913241386414
"why is the app asking me to remove developer options? why does it matter what i do with my phone , this is unacceptable! fix this",3,2024-05-06,BOA,Google Play Store,NEGATIVE,0.9997825026512146
worst application relative to other ethiopia mobile banking app,1,2024-05-06,BOA,Google Play Store,NEGATIVE,0.999796450138092
"lag,...",1,2024-05-06,BOA,Google Play Store,NEGATIVE,0.9997486472129822
"""i am extremely disappointed with the poor service i have received. it is unacceptable that i cannot make transactions of 30,000 birr and sometimes my money gets stuck in the air. as a result of your incompetence, i have been forced to change my bank account. this level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9997608065605164
አረ wuyyyyyyyyyy,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.98298579454422
"doesn't work properly, keeps closing won't activate any account, i wouldn't recommend downloading",1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9994381070137024
pls improve your mobile banking app it's doesn't work constantly after i updated the new version of your app try to improve,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9994970560073853
አሁን update የተደረገው app ምንም ነው የማይሰራው መከራችንን እኮ ነው ያሳየን😏😏),1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9399303793907166
dont even try,1,2024-05-05,BOA,Google Play Store,NEGATIVE,0.9920748472213745
"the version 24.04.26 is not opening on any of my devices. i noticed this issue on my friend's android 9 phone and also on my samsung android 12 phone. even after weekly updates, the newest version is not working properly. please provide a stable version update, as i prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play Store,NEGATIVE,0.9987725615501404
this app is not working!!,1,2024-05-04,BOA,Google Play Store,NEGATIVE,0.9997822642326355
ayseram yastelal,3,2024-05-04,BOA,Google Play Store,POSITIVE,0.9675766229629517
this app not work why?pleas tell me,2,2024-05-04,BOA,Google Play Store,NEGATIVE,0.9996669292449951
i am comfortable with your good service,5,2024-05-04,BOA,Google Play Store,POSITIVE,0.9998639822006226
betam yedadab app,1,2024-05-04,BOA,Google Play Store,NEGATIVE,0.7780932188034058
i like is app boa,4,2024-05-04,BOA,Google Play Store,POSITIVE,0.9387544989585876
best app from any mobilebanking,5,2024-05-04,BOA,Google Play Store,POSITIVE,0.9990023970603943
it crushes repeatedly,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9994243383407593
very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.999804675579071
ok true,1,2024-05-03,BOA,Google Play Store,POSITIVE,0.9998169541358948
actually faster,4,2024-05-03,BOA,Google Play Store,POSITIVE,0.9996544122695923
i prefer the earlier version. this updated app crushes during login and says there is bug. please fix the bug issue.,4,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9993138313293457
soo many bugs on this app i haven't been able to use it since i installed it very bad,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9981491565704346
my #1 choice,5,2024-05-03,BOA,Google Play Store,POSITIVE,0.9990566372871399
this application isn't working properly,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9997974038124084
this is too poorer than the previous app.,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9997180104255676
cool app tnxes,5,2024-05-03,BOA,Google Play Store,POSITIVE,0.9994244575500488
not working 😕,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9997498393058777
"the app keeps crashign again and again, i didn't even get to sign in. worst update!!",1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.999796450138092
"developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. we can't send money or even be able to check our account. they even take it down from the play store for a while. this whole process usually takes them 3 to 5 days. this is very disappointing. it is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of cbe. transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9998020529747009
yleiall,1,2024-05-03,BOA,Google Play Store,POSITIVE,0.984531819820404
"was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,BOA,Google Play Store,NEGATIVE,0.999055802822113
"dear boa, are you sure you are upgrading your application. it is becoming worse and worse. please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9997113347053528
nice one thanks abisiniya,5,2024-05-03,BOA,Google Play Store,POSITIVE,0.9998387098312378
it doesnt work it crashes,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9852179884910583
it keeps clashing down what a crass stupid app is this... you forced me to update after i transferred money and now i can't open it,1,2024-05-03,BOA,Google Play Store,NEGATIVE,0.9997383952140808
sorie,1,2024-05-02,BOA,Google Play Store,POSITIVE,0.9913914203643799
slow,1,2024-05-02,BOA,Google Play Store,NEGATIVE,0.9997313618659973
plays,5,2024-05-02,BOA,Google Play Store,POSITIVE,0.9957723021507263
crash... glitch... crash... blame connection... crash... crash again. please fix it,1,2024-05-02,BOA,Google Play Store,NEGATIVE,0.9994064569473267
so unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play Store,NEGATIVE,0.9988459348678589
great app than others,5,2024-05-02,BOA,Google Play Store,POSITIVE,0.9997201561927795
